OrderID (PK),OrderDate,CustomerID (fk),StaffID(fk)
C9-C2-3D-26-B7-13,2020-06-27,794,101
16-1D-3B-17-77-5A,2020-05-08,533,101
E4-F2-1F-68-0A-D3,2020-01-06,468,103
E1-D8-0D-49-8E-32,2020-12-28,810,102
00-FF-72-9E-D2-4C,2020-04-02,228,101
10-8D-57-A8-E4-7B,2020-01-12,410,101
FE-8A-2D-16-D4-07,2020-06-11,173,103
FD-C9-06-0B-67-05,2020-02-28,394,102
41-D6-A8-E1-37-DC,2020-12-13,292,102
04-4F-E7-2E-5F-7C,2020-01-23,653,101
3E-61-AD-C5-E0-AD,2020-02-26,527,101
E0-FB-B8-90-1F-4B,2020-05-17,339,103
DE-B9-CD-BE-A8-6E,2020-04-12,653,101
35-7F-F1-C3-3D-A0,2020-05-15,23,101
1D-BC-87-FD-E4-C6,2020-09-11,753,103
FD-27-D3-5A-CB-14,2020-04-21,867,102
49-DB-A7-73-33-14,2020-10-07,913,101
36-F7-95-25-D8-27,2020-07-20,781,102
30-36-48-F2-A8-63,2020-09-02,286,102
5B-46-2A-17-C6-36,2020-03-11,812,101
47-22-DA-F8-F8-CC,2020-08-10,703,101
DD-2A-42-F4-BF-C3,2020-07-19,680,103
16-10-8A-29-74-82,2020-01-25,472,101
27-44-42-B6-3E-E5,2020-05-18,2,102
E7-4A-51-D6-C2-1F,2020-06-03,443,102
F6-38-06-61-59-68,2020-03-03,270,102
42-67-6C-1E-FB-CE,2020-06-15,439,101
60-7A-28-8D-B9-BA,2020-04-09,473,101
34-55-44-90-7C-72,2020-12-24,971,103
DA-C2-3D-49-8E-2E,2020-07-22,333,101
C0-E9-BC-99-9A-7A,2020-01-25,363,102
7C-75-0C-1E-20-17,2020-07-04,101,102
AF-AB-F5-EB-C7-F4,2020-02-18,940,101
8D-3E-DA-D7-B0-47,2020-02-25,206,101
D8-36-26-28-B5-5B,2020-06-28,473,103
3E-44-4C-94-50-9E,2020-01-20,719,103
9F-97-3F-60-EF-BE,2020-11-11,212,103
9F-33-0C-DC-51-D7,2020-01-24,443,101
5D-83-4A-48-BB-BC,2020-10-25,449,102
DD-5E-80-0A-F7-9C,2020-08-17,520,103
4C-BE-E7-4A-AC-C8,2020-01-17,112,102
52-35-BD-7F-E0-90,2020-04-14,369,101
28-C3-41-CB-37-3E,2020-11-08,986,101
98-55-8F-4B-72-A4,2020-09-07,77,102
1B-A1-B2-43-CD-74,2020-04-11,560,103
65-8F-EA-D7-18-AA,2020-07-29,577,103
00-5A-EE-F2-F6-BE,2020-06-18,327,103
62-91-DF-49-5A-9C,2020-12-28,768,103
1A-F3-53-D2-D1-22,2020-11-21,958,101
CE-3C-93-D6-C6-AE,2020-07-25,814,101
14-4A-DB-9A-CA-14,2020-12-22,171,102
F2-AD-57-2A-80-B7,2020-11-06,431,102
68-5C-80-90-3C-A3,2020-11-23,471,101
2A-2E-26-80-90-36,2020-07-28,639,101
69-16-CB-0A-FB-13,2020-02-20,111,102
43-5F-78-1C-4E-76,2020-02-28,566,103
99-7D-FA-C6-E5-F0,2020-06-26,521,103
B0-A8-5F-08-53-99,2020-01-15,32,102
3E-54-DF-EF-7D-39,2020-12-06,524,101
E8-70-7A-B9-D4-54,2020-08-17,672,101
26-9B-2D-7D-BA-18,2020-01-19,613,101
B2-87-D5-01-88-89,2020-05-25,418,101
02-10-5D-E0-FB-F3,2020-01-08,370,102
51-6D-01-85-34-61,2020-07-10,736,102
BE-AA-03-7B-A8-5F,2020-09-20,514,103
90-8F-E8-66-CA-44,2020-03-16,354,101
7F-7C-9E-23-41-81,2020-05-31,781,102
3C-F7-99-B7-61-FF,2020-02-12,852,103
20-2C-97-DF-16-89,2020-10-03,518,102
D3-C0-97-63-A4-27,2020-01-21,559,103
A4-54-3A-3B-9A-33,2020-11-13,707,101
A2-FE-C4-3A-D5-DE,2020-09-24,525,102
4A-7B-FD-E6-56-9E,2020-01-21,525,103
C1-56-D5-50-93-EE,2020-08-02,140,102
63-04-B4-6D-60-DA,2020-12-13,983,102
5E-5B-33-7D-97-DB,2020-09-21,618,101
6B-DB-1F-25-58-A0,2020-03-02,229,102
84-DF-7D-19-A5-8B,2020-01-08,635,102
6C-D8-6A-D0-B7-11,2020-11-12,674,101
5D-14-7F-F2-59-E6,2020-05-22,61,101
AB-0B-F6-8B-52-84,2020-01-10,396,103
31-4D-33-19-2A-F5,2020-12-04,913,101
2F-7F-81-F7-B6-71,2020-01-28,784,103
A1-91-03-16-7B-8E,2020-11-04,675,102
FA-C3-0E-27-66-F7,2020-09-23,666,102
69-13-37-67-EF-FA,2020-06-28,722,102
17-CD-D3-02-A1-A7,2020-10-15,866,102
73-EC-F6-6A-53-28,2020-08-29,66,103
D5-63-E7-5C-62-0B,2020-09-02,599,102
EB-26-2B-8A-C8-6A,2020-03-05,769,101
C9-21-BF-14-35-CF,2020-06-19,809,101
09-66-EA-EF-B9-61,2020-02-13,212,102
30-92-33-64-F9-F4,2020-08-06,363,101
2F-EB-13-63-B7-35,2020-01-22,718,102
F3-F3-85-C5-35-71,2020-06-22,635,103
1B-A5-A8-0F-BF-EB,2020-09-20,372,103
B7-C1-88-26-50-17,2020-02-17,163,103
96-05-94-A6-40-2B,2020-12-05,710,102
0F-10-6D-F4-26-2B,2020-02-27,110,103
3F-8C-0F-36-EF-B6,2020-07-24,133,103
AA-D5-44-23-C3-1F,2020-08-22,664,102
1A-0B-DA-49-DF-F9,2020-10-13,674,103
1D-D8-10-0C-D8-D2,2020-07-14,737,103
3C-28-77-17-9A-C5,2020-05-16,333,101
F6-BC-C0-AB-E2-EC,2020-10-11,177,102
FA-BA-D3-55-8A-45,2020-09-19,437,103
88-07-A0-4B-DC-D9,2020-03-14,273,102
08-6F-B9-26-ED-B4,2020-11-06,658,102
E8-6C-21-96-A7-14,2020-10-04,339,101
18-36-EA-F0-07-14,2020-01-21,46,102
45-12-78-5C-B5-86,2020-09-24,270,102
B6-32-F7-40-B1-23,2020-01-17,730,103
F8-06-63-E2-2F-C7,2020-10-05,285,103
CE-32-B9-72-17-2D,2020-01-27,680,103
46-24-4D-68-B3-09,2020-07-06,64,103
FF-28-60-39-3D-7E,2020-02-09,777,103
3B-C6-01-42-27-F9,2020-04-28,756,101
25-36-22-BF-71-67,2020-05-03,749,103
77-D5-35-B3-3C-1F,2020-05-07,963,102
4A-36-A1-C8-88-55,2020-11-06,225,103
13-E3-03-7E-59-74,2020-01-07,769,102
56-5D-87-38-F9-64,2020-07-16,707,103
54-E0-36-A8-DA-2F,2020-11-05,325,103
03-C4-C6-B4-84-16,2020-01-21,932,102
E0-99-AC-1E-A3-7A,2020-03-28,307,102
EF-D1-0F-90-0A-5B,2020-11-25,979,103
68-9E-38-9D-78-85,2020-04-30,201,102
F1-2E-4F-DE-0B-CC,2020-07-30,304,102
30-01-E0-F7-DD-BE,2020-04-16,116,102
F7-56-8A-90-BC-8C,2020-05-26,635,101
C8-3F-EC-57-7C-6E,2020-08-14,129,102
C0-96-AB-56-E2-7A,2020-11-08,229,103
A2-F5-5D-AE-DC-4C,2020-03-22,56,101
1D-4B-BB-62-6C-53,2020-12-14,291,102
00-DC-0B-2E-DC-C3,2020-02-11,591,103
9E-D3-1E-79-88-4D,2020-06-17,980,101
32-8D-A7-5B-74-B6,2020-07-22,190,101
9E-E4-F4-62-D9-AA,2020-05-28,56,102
2C-D6-5A-8C-AE-CC,2020-11-04,791,101
C9-B0-AB-B7-E3-F1,2020-04-17,708,103
6B-DA-E8-AF-38-48,2020-07-11,537,103
4A-9B-14-52-7D-0B,2020-01-05,311,101
16-E2-B5-E1-4F-6E,2020-08-30,909,101
71-97-25-66-80-7E,2020-08-11,622,101
29-17-12-65-A5-81,2020-01-09,707,102
33-47-DE-F8-93-FE,2020-05-08,921,102
A6-E6-6E-3C-4A-58,2020-01-05,113,103
4F-9D-FA-7E-F5-96,2020-11-21,380,103
44-60-36-DE-FD-18,2020-12-07,401,101
5B-43-1C-42-54-52,2020-01-05,698,103
04-C6-42-23-C7-AE,2020-02-16,203,101
B9-95-A2-ED-7B-41,2020-11-24,503,103
33-A5-63-BA-C5-71,2020-09-06,752,103
57-35-E7-E2-93-97,2020-10-02,328,101
BB-0D-18-A9-14-03,2020-08-27,306,101
19-29-B3-E7-A3-F3,2020-01-13,14,102
80-49-06-78-61-1D,2020-05-06,889,102
D2-E9-06-08-98-4F,2020-01-16,87,101
8A-07-56-08-6D-0B,2020-03-01,42,101
D3-60-F2-06-E1-8D,2020-03-14,310,103
29-81-86-E9-30-C2,2020-08-15,953,102
6A-FB-C0-85-3F-FD,2020-11-28,272,101
7B-C7-8C-57-C9-CD,2020-02-28,923,103
A5-44-E3-AD-21-B9,2020-11-05,440,101
89-DC-2D-95-CE-35,2020-07-30,214,103
A5-2F-2F-1D-7F-82,2020-08-30,561,102
1A-12-9B-43-EB-C8,2020-08-21,834,102
14-4D-E6-99-86-2F,2020-07-20,723,102
BC-F7-02-E9-B2-2B,2020-12-02,843,101
A8-1E-18-E4-37-39,2020-03-16,757,101
48-57-AD-C1-09-EA,2020-04-14,42,101
A8-3E-9D-D3-74-A7,2020-09-05,724,103
02-EB-B4-23-40-FA,2020-10-15,281,101
74-D1-8F-D1-0D-4C,2020-09-08,614,102
7E-3C-B9-8B-5B-EA,2020-08-02,885,103
FE-25-56-CB-4C-7D,2020-03-14,183,102
B9-AC-0D-B8-07-B3,2020-12-25,40,103
CC-A3-B7-E9-D8-88,2020-09-04,409,103
A0-3B-17-A8-D4-94,2020-03-25,219,102
2E-5A-78-77-6F-64,2020-07-14,863,101
48-63-01-D1-C9-E6,2020-05-20,42,101
1E-F4-71-93-96-54,2020-11-08,266,101
3F-E7-AE-20-0F-C1,2020-04-14,660,102
55-30-70-45-7B-85,2020-12-25,118,103
01-6E-9A-E9-A3-CC,2020-07-25,601,103
DF-D7-DE-89-17-51,2020-03-21,667,102
40-AD-C3-97-28-C1,2020-11-11,369,102
51-27-F0-6F-15-E7,2020-07-26,700,101
3C-84-C2-2B-07-8B,2020-03-05,819,102
43-B1-7F-84-76-DC,2020-03-10,268,103
E6-EC-5F-E5-4B-44,2020-09-19,3,101
79-87-0A-4A-E9-27,2020-08-18,380,102
98-D4-D0-BD-85-2E,2020-10-29,303,103
95-6A-D9-93-7C-AF,2020-07-04,280,101
9F-27-21-E0-BD-D3,2020-10-04,985,101
CE-30-A6-C6-81-EA,2020-01-22,533,101
CA-79-E7-A8-D9-33,2020-09-25,972,101
89-5D-AF-86-BE-7E,2020-08-02,351,101
6A-FE-7D-6E-A8-DA,2020-06-10,733,102
4A-4E-53-AC-DC-EE,2020-08-13,990,101
4E-89-99-AC-85-37,2020-06-11,449,101
9A-FC-54-AC-CB-F9,2020-02-07,328,101
2C-45-1F-8E-24-82,2020-12-30,832,102
71-53-08-60-7C-76,2020-10-06,195,101
35-35-33-8B-AA-C7,2020-04-28,84,101
48-E9-F5-B1-1F-6A,2020-01-26,151,102
E4-21-5F-FC-5D-E6,2020-03-23,815,102
68-54-CC-AF-EB-77,2020-05-15,998,103
1F-DE-62-BF-4B-13,2020-10-02,306,102
A5-AE-70-5C-19-C7,2020-02-27,545,102
5F-65-BB-B7-A8-73,2020-04-27,27,102
81-2E-84-AD-BC-DB,2020-05-12,88,103
D0-68-02-D6-35-03,2020-12-20,581,101
DA-16-1B-5D-F7-8D,2020-12-06,806,102
22-46-49-D4-EA-1A,2020-06-21,838,101
FD-BC-FF-2F-0A-7D,2020-04-21,724,103
7A-22-14-DB-3F-0C,2020-07-07,550,101
F2-57-47-2F-4A-C4,2020-10-05,738,102
60-42-9A-BA-41-BC,2020-12-16,292,102
D7-C9-63-75-FE-49,2020-03-28,394,103
83-1A-A7-C2-C7-84,2020-03-25,61,101
3B-F9-78-CC-E8-E2,2020-08-20,594,102
88-9B-8E-5C-6B-80,2020-04-29,889,102
4E-84-D2-9E-07-32,2020-09-10,589,101
CC-72-4D-46-1D-4B,2020-02-26,652,102
A1-58-B2-0C-79-2E,2020-10-08,863,101
81-B7-22-5A-16-AC,2020-08-18,461,101
96-D9-C0-52-D5-D3,2020-11-21,786,103
00-CB-FA-17-2C-8B,2020-08-15,761,102
9B-6D-3F-7E-2E-1D,2020-06-03,541,103
EA-49-E9-21-60-BC,2020-02-14,742,102
7E-5E-6C-B7-8D-BF,2020-02-15,854,102
FA-D4-74-18-89-40,2020-02-27,570,102
02-4D-3B-9A-7B-16,2020-10-31,570,103
6A-CC-AE-D3-66-2B,2020-01-03,770,102
82-B9-28-4C-BE-69,2020-10-17,533,102
A5-EB-66-CE-12-B3,2020-11-14,412,103
F0-63-87-1B-0D-47,2020-07-20,726,103
C6-21-77-48-3D-6F,2020-07-16,810,101
BB-21-2D-6B-A0-78,2020-02-16,808,103
BA-68-C1-7A-DF-C5,2020-11-08,407,103
C5-36-83-C8-FF-E8,2020-12-28,956,101
55-34-1D-41-E9-3D,2020-05-30,810,101
50-C6-6F-EB-DE-2D,2020-12-02,638,102
57-60-1F-60-F9-5F,2020-06-28,405,101
37-53-3B-E4-2D-80,2020-09-14,513,103
65-05-5F-36-09-8C,2020-06-13,279,101
BA-33-93-86-8D-DE,2020-06-03,405,101
00-30-EE-A8-E8-80,2020-11-18,847,103
C9-34-BC-D7-78-D8,2020-10-13,996,103
3C-FC-00-7F-09-6A,2020-02-11,160,101
C9-0A-28-F2-8A-DC,2020-01-04,260,103
0D-DF-BD-82-3E-4A,2020-02-15,630,103
7D-43-D8-A3-C8-8B,2020-11-18,862,101
60-AD-05-6C-E7-C2,2020-01-10,770,103
36-7F-AD-4B-9D-68,2020-06-11,303,102
8E-51-71-91-E5-16,2020-08-25,676,102
67-70-F4-AE-DE-B7,2020-08-13,764,102
72-D4-BD-49-99-F6,2020-07-09,580,101
1F-C1-E6-2B-E8-7F,2020-08-29,869,102
EB-48-8D-FE-1C-EA,2020-11-19,698,102
AB-C0-49-23-97-BF,2020-07-31,452,101
63-0B-4B-73-75-D0,2020-06-24,621,103
FB-34-3C-83-C7-7E,2020-04-26,704,101
89-8A-2E-70-B6-2F,2020-07-26,768,102
83-38-AD-24-DA-F8,2020-03-26,736,103
40-D1-F1-75-18-75,2020-04-04,634,103
D5-A5-D3-D2-A2-CA,2020-06-10,421,103
36-7B-3B-26-8C-EF,2020-03-02,113,103
81-FE-C5-86-7C-4A,2020-06-21,855,101
81-CB-D6-D0-4A-F9,2020-06-16,773,101
6A-82-67-44-76-A8,2020-01-09,267,102
8A-C8-31-B1-63-A5,2020-06-07,545,103
07-A6-DA-84-76-00,2020-07-13,754,103
F0-A7-22-6F-DB-1F,2020-08-05,927,101
1D-EB-FF-FF-F8-10,2020-04-25,77,102
82-B8-66-4D-11-87,2020-04-25,201,102
05-55-0E-4B-2D-4F,2020-02-27,430,101
ED-5A-12-F5-14-7D,2020-05-15,519,101
8B-8E-1F-34-DB-A1,2020-04-28,557,102
4F-32-35-70-7A-1B,2020-09-12,122,103
76-3E-8C-30-09-35,2020-09-05,904,101
A3-B7-3F-17-9B-EC,2020-02-06,343,101
D8-F0-82-1A-B6-60,2020-07-07,911,102
49-9E-CA-C7-DD-F8,2020-11-04,79,101
8E-B5-8F-2F-84-D3,2020-04-14,872,101
58-27-A9-1C-C0-1B,2020-12-09,587,101
8F-7A-03-F7-83-24,2020-08-16,554,103
50-B2-2D-97-CC-C3,2020-08-20,323,101
D1-E9-12-81-62-1B,2020-01-17,546,103
8A-34-0F-FB-A1-1C,2020-08-07,280,102
8A-B4-DB-95-80-83,2020-09-10,173,103
8A-79-5C-77-8D-A5,2020-10-05,360,102
E6-8B-CC-CC-0C-E0,2020-11-24,282,101
B2-AE-59-56-9C-61,2020-10-14,299,103
3B-5E-9C-68-A6-44,2020-01-30,993,101
5B-DB-1E-FE-7B-5A,2020-12-27,660,101
93-00-FF-1F-13-F3,2020-03-08,280,101
F2-23-CB-A0-E6-0E,2020-12-22,761,102
BC-A7-9B-C8-76-8A,2020-11-14,49,102
FC-3E-25-52-50-76,2020-09-15,193,102
3E-21-1F-36-F0-78,2020-03-14,755,102
98-14-AA-6C-19-8B,2020-06-02,596,101
D6-4A-85-73-30-DA,2020-08-23,958,103
7C-3F-82-8A-E8-F0,2020-08-07,322,103
20-A2-42-50-10-A4,2020-07-09,263,102
49-EB-00-B4-F2-45,2020-06-30,985,103
40-4C-78-ED-3D-8F,2020-10-05,641,103
AC-9C-9D-52-23-B2,2020-07-29,156,102
0B-57-C2-B1-4E-3A,2020-01-08,640,103
D8-83-DC-3E-2B-97,2020-06-15,545,102
2A-22-75-0A-76-65,2020-03-24,450,101
66-85-9C-F0-C0-53,2020-12-26,14,101
C0-DF-30-CC-2B-15,2020-10-25,478,103
6A-65-CA-2C-C9-C3,2020-01-22,518,103
BB-45-31-52-54-FC,2020-02-04,812,103
95-C3-A1-A7-68-CF,2020-10-22,790,101
01-F1-FE-BB-FC-FD,2020-06-17,230,103
09-B0-CE-07-B8-38,2020-07-29,904,101
66-F5-90-EC-E8-CD,2020-12-27,705,103
2C-ED-8E-D0-34-39,2020-08-19,811,102
4C-8C-78-82-AF-0A,2020-11-06,952,101
55-DB-DD-71-A8-BD,2020-02-09,247,102
B3-F3-2E-D8-BE-F2,2020-08-13,217,102
C2-D3-76-CC-AC-8F,2020-08-25,895,103
BB-BA-8F-85-A2-2A,2020-04-19,479,102
EE-6A-19-B8-95-2B,2020-04-08,568,102
E6-C3-42-BA-70-D5,2020-05-10,162,101
60-99-B0-C4-75-87,2020-07-15,710,102
2D-ED-B0-51-D0-E7,2020-09-25,218,102
5B-7B-64-3F-95-AC,2020-06-22,782,101
E2-EF-53-56-F2-85,2020-02-09,155,103
44-53-1D-21-6C-9A,2020-11-18,248,101
12-36-28-0D-B1-05,2020-07-27,377,101
08-6C-12-46-1C-7E,2020-10-31,972,102
37-5E-51-C2-FB-98,2020-08-25,547,102
32-87-F9-AC-F9-68,2020-12-29,662,102
17-D2-03-88-57-4A,2020-02-03,399,101
23-8B-A5-06-22-14,2020-09-21,25,101
8E-35-5D-00-E9-28,2020-06-27,89,103
01-F0-A7-D2-8B-49,2020-08-15,611,103
88-74-9D-8A-0B-F1,2020-10-17,395,102
4C-72-F7-74-16-0A,2020-08-13,709,103
8D-61-3F-26-08-F4,2020-12-08,714,101
62-8C-FA-6C-CD-A7,2020-07-20,522,103
59-E4-AE-BE-CE-CD,2020-06-15,840,102
A3-27-30-AF-77-8A,2020-12-13,155,102
EE-82-BB-11-69-09,2020-04-20,778,103
83-D3-C6-C9-1F-00,2020-03-27,488,102
C2-46-DA-F2-15-EB,2020-05-06,16,101
04-80-14-26-6D-64,2020-07-02,157,103
9D-5F-90-EB-67-90,2020-02-20,966,103
90-6C-FD-30-A4-30,2020-12-21,752,102
84-0B-02-79-51-D0,2020-03-30,172,102
11-1E-37-29-17-F6,2020-04-25,619,102
39-B7-E4-9D-66-EB,2020-03-13,747,103
64-78-56-98-50-FD,2020-10-14,977,101
0E-49-A8-61-08-50,2020-09-12,850,101
E3-3D-33-AD-39-D9,2020-03-09,41,101
7E-C3-0B-62-97-51,2020-02-01,7,103
21-EE-5D-69-80-D2,2020-06-03,139,103
4D-E8-8F-40-3C-E4,2020-10-25,540,102
AA-1A-E0-BD-37-A1,2020-04-23,546,103
43-3C-5A-EC-30-9F,2020-10-03,643,103
68-BB-59-FF-7F-A9,2020-01-17,903,101
8E-4A-90-E2-CC-20,2020-11-24,758,103
7A-0C-C0-39-CF-66,2020-10-09,868,103
44-00-98-31-D9-C2,2020-04-10,678,103
61-23-DA-48-D7-AB,2020-06-05,992,103
08-B0-45-83-5E-6C,2020-04-19,445,103
94-D2-FB-B1-23-B7,2020-06-25,61,102
FF-39-D6-E9-1C-D0,2020-09-06,629,103
19-B3-E5-18-E8-98,2020-05-22,793,101
95-92-76-10-75-C2,2020-10-17,347,101
88-AF-95-13-27-39,2020-01-22,192,101
84-F1-87-DE-D2-E4,2020-07-19,747,103
B6-75-45-25-1F-7E,2020-03-04,491,103
70-3A-1B-A5-4C-38,2020-02-12,115,103
9E-8B-1B-EE-45-CC,2020-08-29,936,101
01-09-D1-C3-0E-42,2020-02-26,87,101
7D-26-F8-D9-A3-A3,2020-12-01,66,102
F2-50-B1-6B-59-C2,2020-04-06,191,101
DB-97-E5-41-DE-9D,2020-05-24,912,101
F4-48-72-06-17-F9,2020-02-11,166,103
7A-24-89-62-41-CB,2020-10-30,938,101
BD-AF-40-50-6F-12,2020-09-28,684,103
89-1B-3B-A8-6A-5E,2020-10-19,527,101
BB-E8-E8-04-EB-44,2020-05-31,446,103
CF-53-DD-E4-08-6A,2020-10-08,991,103
37-79-5D-C7-CE-F5,2020-08-06,794,103
A2-94-2A-A6-EB-49,2020-05-10,506,101
19-6A-55-EE-7E-15,2020-06-03,528,103
5F-3A-C3-4B-55-06,2020-10-27,417,103
D0-AB-E1-0C-C9-E6,2020-01-31,460,101
AB-99-BA-E1-B9-05,2020-06-11,825,101
F3-53-52-95-64-01,2020-01-27,420,102
81-29-52-2F-E7-F4,2020-01-06,574,103
38-06-0E-DD-5D-2D,2020-10-02,459,103
52-C3-40-51-01-CF,2020-06-24,79,101
D4-97-F9-8F-A2-55,2020-10-25,732,103
2A-93-AD-BE-C5-F3,2020-11-08,341,102
F9-00-DC-21-3B-B8,2020-10-14,800,103
48-E6-02-6E-C7-84,2020-09-18,464,101
32-69-0E-0D-C8-56,2020-07-17,349,103
2C-CC-00-8B-44-E9,2020-04-14,89,103
92-41-05-18-2B-A5,2020-03-15,794,103
36-AF-86-71-8D-3F,2020-07-29,357,101
02-D1-99-77-C1-51,2020-08-19,627,103
FB-76-FA-53-1A-61,2020-09-04,64,101
A0-2F-B9-18-CC-5E,2020-09-26,819,102
3C-DE-7F-71-1C-78,2020-06-15,65,101
4F-93-C3-80-88-03,2020-06-18,466,102
59-2F-BA-B2-9A-44,2020-02-20,947,102
B0-F9-4D-0C-FD-9C,2020-06-04,645,103
32-CA-E7-E9-A2-10,2020-11-08,922,102
B2-19-3F-39-90-D9,2020-03-03,877,101
4A-DC-63-C4-97-7D,2020-04-14,408,101
C4-6D-C9-6E-EE-F2,2020-09-23,354,103
B9-A9-39-10-BF-79,2020-01-13,665,101
EE-C8-1E-A4-10-77,2020-07-30,544,103
04-76-01-DC-F2-9F,2020-02-18,935,102
EB-A4-5B-FB-84-6C,2020-10-23,565,102
BA-47-03-77-9D-12,2020-09-18,8,103
AF-91-A3-75-2F-73,2020-01-20,269,102
7D-92-7E-ED-DD-17,2020-04-08,912,103
33-EA-81-AB-25-1B,2020-10-11,120,103
EC-87-75-B5-C2-A1,2020-03-22,2,102
7A-EE-8B-52-7A-44,2020-07-17,110,102
70-D9-C7-C6-E4-BE,2020-09-28,235,102
9F-7B-19-08-DC-EC,2020-01-04,511,103
98-A5-3F-C6-56-36,2020-05-19,965,103
BA-C2-AB-BF-16-53,2020-06-04,201,101
62-77-64-11-2A-13,2020-12-24,368,102
62-BD-53-D4-7E-C8,2020-11-18,915,103
BF-14-CF-60-A1-FA,2020-04-01,480,102
72-56-B3-BC-C5-A7,2020-10-12,125,101
14-32-B3-40-55-01,2020-01-25,739,102
6F-E1-C8-CF-25-A6,2020-08-28,19,103
31-3D-5A-04-D2-D8,2020-04-07,203,103
14-90-20-22-67-C1,2020-02-10,320,101
D0-3E-9C-6B-D3-DF,2020-05-25,778,103
3E-D5-7C-3C-B4-63,2020-01-29,496,102
9C-59-DC-65-82-7E,2020-04-24,803,103
57-E4-1D-86-DF-57,2020-02-08,586,101
79-51-09-1A-4E-8D,2020-06-25,365,101
4F-05-80-AC-4D-F2,2020-04-11,965,103
B7-4F-A8-A6-9B-3C,2020-11-30,562,103
5F-E6-26-6C-12-98,2020-06-11,808,103
48-E8-55-BC-6E-47,2020-11-08,698,103
84-B0-B1-F1-8E-C7,2020-03-20,371,103
52-CE-D3-E9-DF-67,2020-12-12,380,101
6B-9A-C6-CB-D8-F9,2020-11-21,147,101
29-73-ED-42-4C-BA,2020-10-28,990,103
2A-55-F7-E4-5E-F7,2020-09-07,774,102
10-9A-8A-10-25-E6,2020-02-05,804,102
DA-D6-97-44-6A-C7,2020-06-07,601,103
E1-3D-28-0F-95-35,2020-07-26,888,101
3E-B5-8E-59-F6-D0,2020-11-19,490,101
DC-83-A9-F9-CF-32,2020-10-25,508,102
66-49-3C-63-46-22,2020-11-22,720,102
06-F3-7D-57-DD-70,2020-03-30,577,102
AC-B5-93-BB-FF-42,2020-11-07,822,101
48-B8-17-D1-1E-CB,2020-12-15,400,103
03-28-1A-D6-22-DD,2020-08-21,151,103
13-5B-FA-56-E2-3E,2020-08-13,401,101
F6-D4-CF-80-10-C8,2020-03-05,665,103
DF-E4-6B-20-A6-3F,2020-03-28,898,103
1D-D9-E1-AE-47-9C,2020-07-27,934,101
ED-3B-AF-2D-E8-54,2020-10-29,197,101
22-DF-BC-29-27-E7,2020-09-05,624,103
75-02-1F-A1-BA-BA,2020-08-02,433,101
14-2E-1F-31-5E-B0,2020-05-01,820,103
37-30-D0-65-9D-29,2020-04-14,174,101
60-3E-F7-EE-3E-26,2020-10-22,255,101
86-7D-22-AC-43-81,2020-05-11,736,103
F9-41-1B-BC-09-37,2020-07-22,723,101
5A-85-85-18-2B-8A,2020-01-04,916,102
82-AC-EC-08-CC-C7,2020-10-13,962,103
62-B0-ED-D9-15-13,2020-01-22,753,102
48-2D-A9-8B-99-EC,2020-10-11,220,101
5C-CD-0C-22-9B-12,2020-12-04,398,103
70-06-CE-65-B0-7A,2020-02-23,272,102
7F-56-CF-5C-8F-60,2020-12-08,254,103
E9-FF-2F-CF-D1-11,2020-05-25,562,102
EC-7C-29-79-4E-DC,2020-11-12,60,102
18-1B-EC-F9-7C-A3,2020-02-18,680,103
EC-9B-AB-3A-EA-BF,2020-11-29,433,101
E3-70-02-88-7F-5C,2020-03-14,440,102
2B-C0-A2-90-72-8B,2020-08-26,675,102
6D-93-0C-7A-AF-CA,2020-03-06,330,101
7A-D7-36-4B-F3-A8,2020-09-08,495,101
EC-F9-93-E5-AD-BF,2020-07-17,197,102
14-CB-32-5A-3D-14,2020-08-09,673,102
00-64-C2-B7-2A-2C,2020-10-17,749,102
63-7D-46-D4-DD-61,2020-03-27,397,102
6A-26-8C-23-1B-D5,2020-10-03,653,102
3A-DB-18-0B-1A-B0,2020-01-26,213,103
06-FE-B6-EC-C4-1D,2020-07-27,769,102
90-09-50-A3-D4-FA,2020-01-11,551,103
F6-DB-13-19-54-AB,2020-06-27,12,102
F4-11-A3-70-39-82,2020-04-04,754,101
F0-D4-A0-5A-F1-74,2020-01-31,385,103
0A-9E-57-37-3C-FE,2020-07-16,927,103
5A-B5-E4-36-FF-45,2020-10-16,312,102
D2-41-5B-03-5A-54,2020-07-18,570,103
0A-C9-99-3D-64-EC,2020-02-02,554,101
D1-88-44-45-6E-A0,2020-01-18,953,103
49-F2-CB-69-03-CB,2020-02-23,26,101
12-C6-F0-F9-4C-40,2020-02-12,223,103
67-FC-C7-01-99-22,2020-07-16,259,103
96-44-84-57-1E-98,2020-04-09,359,102
86-96-8B-DC-CC-58,2020-09-13,358,102
E3-9E-F6-A1-CB-E1,2020-02-04,669,102
55-E7-54-69-09-82,2020-12-12,384,101
FC-E3-1E-F3-95-9F,2020-11-30,189,101
39-E5-C8-ED-5C-B9,2020-12-14,48,102
96-00-01-31-E0-58,2020-05-08,552,101
CE-B6-6A-0B-80-CA,2020-04-15,383,103
4A-87-2E-AD-DA-9A,2020-01-22,152,103
0F-9E-C5-D5-6A-36,2020-06-10,430,101
89-62-B2-23-62-3C,2020-04-12,696,101
B3-10-DE-29-07-F9,2020-10-26,573,103
F6-94-04-7B-0B-37,2020-10-03,333,101
