ItemID(PK),OrderID (PK),ProductID,Quantity
5602234215236570,1B-2B-B5-9E-82-E6,21695203,7
3561509611115450,37-D1-2F-1D-A9-02,606810104,8
3545196704838570,AD-83-18-B1-12-74,53329948,27
30168975481366,E9-DA-C6-BA-73-A7,63824499,3
3564732952033220,A1-CB-B1-56-A6-2E,504365504,31
5602222929153870,C8-73-1F-CF-E8-D1,687889992,8
633424685912574000,13-98-01-A8-1A-20,21695203,7
3585794367396150,15-1C-1F-27-DC-C0,606810104,29
372301599311331,42-C7-7B-8B-0C-12,53329948,33
50185988468299700,FA-DF-E8-D2-33-CD,504367067,42
4017951147453,AA-D5-2B-D4-0D-34,17714016,28
4175002334721180,C3-F1-B8-3A-96-E0,369872864,6
3568385261317220,C5-95-E8-DB-E4-A9,3783023,13
5610853357885510,0E-0B-76-0B-C2-D0,41520388,27
4041371330861,0B-F0-77-65-99-F6,37205291,33
5602237449660550,0F-C5-E9-76-38-26,63824499,32
3546171422186160,91-81-FB-57-14-F4,504365504,20
6771617078092530,FF-BA-1D-BB-4D-92,687889992,9
348024469565916,86-4D-00-DC-EB-A5,21695203,31
5048379463174480,BF-00-E1-0C-51-00,606810104,5
30228744092249,AD-B0-73-C8-3C-48,53329948,33
675901124893994000,30-81-43-3D-20-1E,63824499,18
3555213645847240,45-C5-72-75-A9-64,504365504,15
6371882461700870,0B-9E-31-1B-83-07,687889992,2
5038620710926130000,1A-58-32-5E-7C-28,504365504,17
30496493207058,13-EB-0D-89-38-24,687889992,41
5347224758158490,FF-1E-D8-A8-F3-1D,21695203,34
5105829178225480,EF-49-5C-B7-21-28,67046531,14
5100174844965010,51-1B-15-CD-52-1D,68084229,18
3565778439892860,63-25-69-C8-4A-82,16590058,32
374622507286440,98-08-F6-EE-9F-48,10424152,8
5018441406062110000,B0-78-AB-82-97-71,66993663,31
6759339120934020000,B7-4B-99-C4-9E-65,51991836,3
3528510266514190,31-06-1B-3D-F9-F6,43419802,25
5602237140700490000,1B-3D-05-62-6B-1F,504367067,6
3576374969047040,59-27-02-B8-AE-08,17714016,1
3541232977125620,BE-23-99-9B-EC-5C,369872864,11
374288563739837,56-C9-17-9A-41-87,3783023,35
5100145762655300,F6-4B-A1-5D-E8-9A,41520388,16
3588381599636130,0E-D8-BB-E1-8A-BE,37205291,38
4911781299368110,AD-68-B1-31-84-55,63824499,9
3550322357602270,65-CA-F2-0A-58-5E,504365504,37
201914653593706,B5-04-70-39-BD-B4,687889992,5
4844508821073270,47-06-E2-96-95-77,21695203,19
3581100983037450,16-24-C4-CA-EC-26,606810104,30
5480440636106010,28-E1-D0-0F-75-D6,53329948,2
6387465919312090,2F-E9-31-1E-4C-76,63824499,27
3531842360702020,CE-97-25-75-F9-E1,504365504,10
3535372348868290,D6-D0-7C-DD-70-33,687889992,32
3565658582129790,3E-E5-F5-CD-FB-9A,21695203,14
3547569779116280,93-C3-6E-6C-7A-05,606810104,3
3561907580884780,EB-57-DC-9E-83-2C,53329948,13
3542940740962060,54-F5-FD-24-0F-AD,504367067,25
3553348359193250,FD-91-6D-EB-78-E1,17714016,36
3584581769008550,8B-CB-03-2B-C2-6B,369872864,7
5340486187423130,9C-5B-A2-1A-FE-25,3783023,14
6331101890129960,36-54-56-57-D3-43,41520388,22
3549022684603970,E7-14-39-08-06-7B,37205291,20
6706747404163960,19-A3-3C-00-5A-6F,63824499,14
3578846867060250,C9-AB-0B-31-B5-F9,504365504,45
3557180788160000,6D-4C-08-51-8B-80,687889992,39
502053643156216000,98-29-08-8C-95-BF,21695203,31
5602254803474960,E1-88-3C-B3-72-40,606810104,13
50180950619904100,33-FA-11-AC-A0-ED,53329948,26
3588536600696360,80-20-C7-B3-36-D8,63824499,2
5494840079912860,D1-4F-03-CD-20-13,504365504,28
6771557350421760,39-67-64-3F-E6-91,687889992,27
490532717228514000,76-A6-92-B0-C3-64,67046531,37
5558624872319620,36-76-C8-A1-F6-0B,68084229,6
30189121107747,FD-E5-92-1E-BD-E7,16590058,2
6762292184596400,4E-EE-24-8E-46-D1,10424152,37
3550313070960180,60-A1-D3-18-F9-84,66993663,4
5602219626614010,C0-52-6B-47-1F-4A,51991836,25
30301354023349,8E-66-67-ED-F5-4A,43419802,29
346574131547652,63-A5-E2-45-8B-3D,504367067,29
4911747728900750000,E3-93-93-54-07-E7,17714016,8
5602240573901120,51-B6-E0-D8-56-88,369872864,35
490331142443681000,E5-C8-CD-C0-0E-A8,3783023,39
4547794819616490,84-43-58-EF-65-E0,41520388,41
6304212628659530000,0B-89-DD-1A-BA-A7,37205291,11
3528107943124400,CE-00-3A-F4-CC-24,63824499,23
5641820051903220000,D8-0C-07-2C-73-CF,504365504,8
3555955414374070,1D-E2-22-6C-19-6D,687889992,16
3538683585205240,E7-17-56-82-DE-34,21695203,37
3556176373316650,37-90-2C-43-73-2A,606810104,41
201457060534715,CA-24-FE-C3-01-36,53329948,33
5111422026262480,1B-F0-E4-88-5C-AC,63824499,20
6331108421636590000,3B-30-7F-96-E0-7C,504365504,25
3530949661910010,13-6B-9C-A6-18-10,687889992,39
3560422393445410,D4-E6-35-96-19-F5,21695203,11
58938999313861700,47-64-94-91-F6-7C,606810104,15
4253092821827,C4-81-4B-F2-55-35,53329948,3
3572992907438960,D1-58-6B-83-44-A0,504367067,26
201771475383769,3D-28-25-28-69-97,17714016,34
3578703374540410,6F-EE-F4-1B-A8-4B,369872864,23
630499513674083000,4A-34-84-C1-18-C8,3783023,2
4844898349301930,8A-33-7D-96-FD-FD,41520388,5
3554768397821090,5B-82-E7-FE-03-45,37205291,7
3555359574212800,C8-B2-32-A7-37-D9,63824499,31
3549411727135990,D2-25-C4-F8-9D-1B,504365504,28
670681900963675000,83-37-47-40-13-35,687889992,9
5002350927197920,C8-1B-4E-EB-AD-49,21695203,2
633110884773849000,7F-33-63-88-7A-4F,606810104,13
4175003668844690,85-90-06-00-E6-1F,53329948,31
201958649435480,66-05-A6-BA-5D-78,63824499,35
3548362164860250,7A-F1-74-80-2C-13,504365504,21
5506873166219080,8A-02-4E-97-56-1A,687889992,39
201660872842792,B2-87-CE-3A-28-7E,504365504,37
3540065146266700,8A-CC-0E-37-96-6C,687889992,5
3539756885734050,B3-36-CD-8F-67-19,21695203,43
372301488689755,5C-CA-6B-C0-10-A0,67046531,28
3534602119352120,66-C1-59-CF-22-FE,68084229,23
374283501348882,7F-FE-D2-A2-75-DC,16590058,9
6706884473733380,6D-3C-B2-45-EC-0A,10424152,25
6333727092910660000,B5-4B-57-7F-4C-06,66993663,45
4175008167226690,FC-F2-37-7F-C7-E0,51991836,43
201451824311023,E7-FB-96-79-0B-14,43419802,14
6706317437034350000,D2-4E-81-E1-3D-00,504367067,40
3561815729484770,C5-65-9A-52-DD-03,17714016,18
36083716199207,24-70-56-99-47-43,369872864,28
3557355073183410,3A-59-73-E1-EE-22,3783023,10
36048396185230,CF-D0-B6-D0-3A-73,41520388,37
372301701005334,B2-48-C4-9D-F5-25,37205291,27
3564987283236080,1F-FD-76-06-70-5F,63824499,25
4508022048127210,CD-42-43-D0-42-DA,504365504,13
30279369093541,FB-56-EF-3A-71-B7,687889992,17
5100136153236130,73-6C-2B-6E-EE-FF,21695203,32
3536061851533600,CF-0F-8A-AE-68-3D,606810104,7
3548725359360780,5F-8C-7F-90-F1-BC,53329948,6
3544649323595760,E0-2F-84-2B-3A-40,63824499,19
3554897857680090,02-53-EA-ED-42-1B,504365504,12
5443654026757000,80-FB-BB-3D-75-93,687889992,14
3584608202660680,A0-A9-3F-25-26-E0,21695203,43
630402003896993000,83-FB-3F-19-48-AF,606810104,19
6383181210085930,C6-38-65-C1-21-2D,53329948,17
5020363558825830000,B0-EC-60-8E-3A-14,504367067,5
30032641778458,DB-1F-72-16-06-B8,17714016,29
30028350906223,E4-3C-89-BB-32-45,369872864,41
4844861613866400,63-B2-91-FF-BF-FB,3783023,37
58931092706862200,F0-BA-73-D8-5F-AF,41520388,14
201851038245976,D8-36-0D-A1-ED-24,37205291,24
201517053245387,95-9B-40-B6-51-51,63824499,45
5641827321971370000,CC-48-25-7A-6D-77,504365504,22
3571804010077720,B8-54-47-06-9D-69,687889992,39
3548121827091300,59-26-B6-5E-73-63,21695203,17
3558919358442380,5D-C8-01-0F-65-EC,606810104,45
3586744793691440,63-11-60-06-8A-B7,53329948,39
3545594036325780,82-4A-3A-79-AB-42,63824499,42
3579730907616710,E2-54-41-DA-17-B9,504365504,8
6304182817527350,C1-A4-E0-38-BF-EA,687889992,10
3551880918698620,3E-9F-33-6D-D8-71,67046531,45
6395478781536340,78-D5-DD-84-06-7D,68084229,35
6761054344660090,E2-99-EE-40-62-5A,16590058,41
3557310969070450,A5-30-22-81-1F-6B,10424152,36
5020052465275410,25-46-91-7C-BE-BA,66993663,8
4508114121067940,E6-CA-78-68-88-6E,51991836,23
3560538839218640,A2-9D-73-B9-01-53,43419802,16
3562608891186620,F4-04-9F-B2-C5-79,504367067,29
3573451257724300,B2-85-51-E1-E8-C4,17714016,6
3538993657672660,3D-13-DF-B1-5A-3B,369872864,30
4917838691075440,51-11-23-C2-FF-4F,3783023,37
3572660216268240,1B-82-13-3A-72-6A,41520388,18
3546863878248110,69-C5-8F-A2-44-5C,37205291,38
3572511021877170,98-2B-8B-18-79-0C,63824499,8
6331103205396680000,78-A2-64-21-C1-FE,504365504,32
4508637662292360,9A-6F-1C-F1-1B-FA,687889992,44
604151648960384,01-75-22-1A-79-9A,21695203,22
5281512435272120,B7-B5-9E-1B-53-3F,606810104,17
5339517721053910,E7-A0-3B-E5-DC-A5,53329948,9
5602234605620700000,7C-1F-9B-BE-E0-CD,63824499,24
676775071175963000,6F-BF-84-44-C7-64,504365504,44
5602242678661130,65-63-14-B4-B9-2E,687889992,12
337941338107526,CC-8B-C0-C8-B6-64,21695203,43
3563807486461920,E2-84-0D-73-DB-8E,606810104,2
3578939282371590,AD-93-AB-CE-AC-97,53329948,26
374622563858959,AC-7C-B5-78-28-59,504367067,14
3549885354728010,76-51-9E-AF-61-22,17714016,33
5002356223797540,1E-D3-54-7F-69-CE,369872864,2
4917250307347910,A5-76-37-4B-05-DA,3783023,29
5002352160671670,BB-02-90-57-74-F1,41520388,42
5002352001944170,D5-8C-17-7F-4D-AA,37205291,15
3586465807929790,C4-65-F0-42-57-E0,63824499,28
3561610797314330,37-F0-83-5D-CE-BC,504365504,15
4175005506643110,80-84-88-15-19-AF,687889992,17
4903239614708370000,38-B5-26-8B-6D-3E,21695203,18
201881621039668,C6-D6-B4-C0-C5-BF,606810104,17
5610546467067790,E3-55-A9-43-FD-54,53329948,37
6763063832015490,6C-23-B4-E4-D6-45,63824499,30
3579818550859950,01-CA-27-6E-B2-F1,504365504,5
6771016400727550,32-00-FF-B8-F6-F5,687889992,28
670913438767539000,C4-9A-BC-C1-93-62,504365504,22
337941151674719,53-E4-DD-2E-46-98,687889992,11
5424679919125510,10-11-F5-13-F3-49,21695203,42
3539174736456900,5B-B3-99-9A-6C-BE,67046531,11
6304809928241570,E5-9D-5A-F9-D4-4A,68084229,37
6379010301168910,61-9A-1B-EB-8A-51,16590058,45
5549328434868380,DC-32-EC-A2-67-B1,10424152,39
60442582109363700,C0-05-2C-E5-B0-52,66993663,26
5610855935326270,56-F0-E4-56-8E-94,51991836,27
30176534841087,B4-44-1F-67-D9-33,43419802,19
5532110961561760,37-99-F6-FD-64-CE,504367067,4
5602225166359080,B8-13-22-11-DB-25,17714016,37
3539247871174890,04-58-69-60-95-08,369872864,4
5120271606576660,56-89-40-75-FB-39,3783023,31
30081261478097,94-80-21-A2-41-87,41520388,36
6386505051954790,16-E1-E4-AD-A6-77,37205291,43
374283416928398,65-37-1D-BF-A1-73,63824499,27
30314543270903,0C-13-BF-D8-D7-32,504365504,43
5610217538433940000,9C-86-AD-10-B1-84,687889992,25
6709068216585700,28-31-78-0A-41-0B,21695203,35
3538234572067720,B3-AC-3A-0E-14-CD,606810104,32
3587540653866080,C1-8F-82-F0-AA-34,53329948,19
6709817318274460,B7-19-0A-AA-D5-9E,63824499,43
675918822331320000,80-64-82-60-34-32,504365504,23
3557175955907690,30-4F-C7-0B-18-69,687889992,5
3545081919502640,0D-D1-64-1D-18-66,21695203,4
3576509053067480,50-F5-F2-55-84-D8,606810104,28
30563241386177,14-2A-8B-F0-38-F2,53329948,44
3553342867017100,05-07-ED-F3-95-05,504367067,8
3587123850821670,63-CF-76-69-78-D4,17714016,40
3561861364372730,30-1C-1A-DF-F5-5C,369872864,11
5602220748360620,C3-DD-E2-C1-90-19,3783023,12
4844894839784240,2D-59-B2-A2-BD-16,41520388,21
5610853269426410,75-A1-38-48-3C-CA,37205291,25
3581200823700720,25-D2-91-B4-AE-9A,63824499,10
30287379726521,76-AB-E8-3A-75-E1,504365504,3
3567608219926220,59-AF-C1-9E-5C-C9,687889992,45
337941906659825,E5-61-F4-0E-45-18,21695203,4
3583958607132190,1C-30-BA-C8-E6-8C,606810104,32
3574292079253490,80-86-3B-FA-EC-54,53329948,19
3557600715136290,6B-2F-F5-7A-07-E1,63824499,40
3588600504079020,C7-08-D2-C1-4F-3E,504365504,21
3537451682112180,66-7A-CF-14-55-C7,687889992,28
50209540311545900,48-42-08-74-18-E2,67046531,18
3570724685731490,C6-1D-59-F6-75-3D,68084229,14
5510300705474840,43-60-44-53-84-40,16590058,33
30216923204404,25-04-76-41-B2-6C,10424152,18
3586695871645440,9D-E9-F2-52-5E-F0,66993663,33
5602222594533080,73-07-14-DB-35-32,51991836,27
343901273818539,39-B5-DB-70-4A-49,43419802,36
3583424046092050,C5-52-70-64-75-CB,504367067,19
4508674617273640,6D-C7-66-BC-E5-3D,17714016,43
5100133568517640,56-F4-C4-AF-D8-10,369872864,21
4044945599747100,13-03-14-AD-09-99,3783023,28
3530042403991430,CE-34-39-93-E9-37,41520388,20
30581203563492,B0-C4-22-75-6B-57,37205291,22
30043972393965,CE-6B-8C-21-3C-9D,63824499,42
5602231565072820,B6-EB-BE-98-25-64,504365504,26
4844881936756750,A4-45-1C-E3-87-70,687889992,30
3549495203745930,50-C9-33-2D-1A-26,21695203,18
3574687515662850,20-DE-81-60-B6-45,606810104,14
3563201423461090,F0-72-39-62-BD-83,53329948,37
3534949193179700,EE-88-5A-CF-BC-70,63824499,35
4041379764681,41-EB-F5-03-D6-5C,504365504,34
564182768026442000,34-82-46-F6-26-BB,687889992,8
3579202563801270,A1-42-4E-8E-9A-C3,21695203,21
3579457475593120,3C-29-E3-5F-BD-61,606810104,44
5470041801398360,40-FF-A3-B4-6B-2A,53329948,20
3573667508365910,0B-76-B0-CF-67-67,504367067,21
6331102749086960000,98-BB-5C-8A-25-F1,17714016,44
337941298468785,F9-31-C6-C0-0F-E4,369872864,43
201567148846152,D7-E0-F4-50-7E-A4,3783023,6
3579305285023210,B7-ED-25-6F-E3-CD,41520388,30
5020697394362450000,AC-E3-62-60-1D-B9,37205291,2
4844113602058140,4F-CA-FB-42-56-96,63824499,21
6390414372353310,5D-78-89-52-64-D5,504365504,18
6761608200182720000,C3-3D-D1-8D-F4-9B,687889992,1
5602243431743240,A0-F0-45-84-24-D4,21695203,16
3560706209542480,60-0F-3C-5A-A1-C5,606810104,42
6767667144096660000,13-5C-86-F6-E8-E4,53329948,32
3585732258665150,C4-1B-3B-EC-A0-02,63824499,3
3550021282184080,B4-44-45-76-C0-0A,504365504,7
3534583766709260,4A-D5-84-6C-13-B3,687889992,23
372301121749016,07-ED-C2-44-13-81,504365504,30
3544531859414580,E8-FB-AD-2F-EF-D2,687889992,4
30228546686198,9E-6B-54-46-A6-1C,21695203,20
5602258221550650,8A-AB-A3-A1-F0-9E,67046531,11
3584902525646460,0A-68-0A-46-7D-82,68084229,11
675900198653940000,FF-D4-0D-E5-C8-56,16590058,19
201519673975567,C9-C2-3D-26-B7-13,10424152,21
3588776937735360,16-1D-3B-17-77-5A,66993663,25
5100134742408280,E4-F2-1F-68-0A-D3,51991836,10
374283135501914,E1-D8-0D-49-8E-32,43419802,27
5002357586499940,00-FF-72-9E-D2-4C,504367067,14
3535158355541320,10-8D-57-A8-E4-7B,17714016,12
374622401175574,FE-8A-2D-16-D4-07,369872864,7
6304805809800640000,FD-C9-06-0B-67-05,3783023,36
3560791308197840,41-D6-A8-E1-37-DC,41520388,37
4405945667529210,04-4F-E7-2E-5F-7C,37205291,25
5010123079138500,3E-61-AD-C5-E0-AD,63824499,24
3580649975594180,E0-FB-B8-90-1F-4B,504365504,38
3537361702955460,DE-B9-CD-BE-A8-6E,687889992,33
3574605403765650,35-7F-F1-C3-3D-A0,21695203,25
3540876020387890,1D-BC-87-FD-E4-C6,606810104,21
560225795977883000,FD-27-D3-5A-CB-14,53329948,41
3539159420008130,49-DB-A7-73-33-14,63824499,5
342617732848740,36-F7-95-25-D8-27,504365504,28
3554804846266010,30-36-48-F2-A8-63,687889992,45
30556727968732,5B-46-2A-17-C6-36,21695203,17
3549368168077960,47-22-DA-F8-F8-CC,606810104,2
502097576878013000,DD-2A-42-F4-BF-C3,53329948,29
201441964060381,16-10-8A-29-74-82,504367067,32
3577472111124390,27-44-42-B6-3E-E5,17714016,23
3563949236374190,E7-4A-51-D6-C2-1F,369872864,29
5100134994107960,F6-38-06-61-59-68,3783023,18
5108759615421540,42-67-6C-1E-FB-CE,41520388,34
4405187814890590,60-7A-28-8D-B9-BA,37205291,37
5602250678077250000,34-55-44-90-7C-72,63824499,21
3565662310072800,DA-C2-3D-49-8E-2E,504365504,21
5010120081452750,C0-E9-BC-99-9A-7A,687889992,12
4905596501076460000,7C-75-0C-1E-20-17,21695203,30
5010126960955920,AF-AB-F5-EB-C7-F4,606810104,3
3567435143612010,8D-3E-DA-D7-B0-47,53329948,21
4175006665763680,D8-36-26-28-B5-5B,63824499,16
560222540162569000,3E-44-4C-94-50-9E,504365504,25
4903133902159100000,9F-97-3F-60-EF-BE,687889992,7
3558343871755540,9F-33-0C-DC-51-D7,67046531,21
5230809511477180,5D-83-4A-48-BB-BC,68084229,9
5610731492837830,DD-5E-80-0A-F7-9C,16590058,10
5007669475232480,4C-BE-E7-4A-AC-C8,10424152,20
3581732625146080,52-35-BD-7F-E0-90,66993663,5
501801974056729000,28-C3-41-CB-37-3E,51991836,7
30288780606013,98-55-8F-4B-72-A4,43419802,21
4405626412558880,1B-A1-B2-43-CD-74,504367067,13
344949015403267,65-8F-EA-D7-18-AA,17714016,45
50187711055137300,00-5A-EE-F2-F6-BE,369872864,28
5100134503436170,62-91-DF-49-5A-9C,3783023,16
4405023135109300,1A-F3-53-D2-D1-22,41520388,39
3582887205702740,CE-3C-93-D6-C6-AE,37205291,44
5356892749079430,14-4A-DB-9A-CA-14,63824499,2
3586850514555840,F2-AD-57-2A-80-B7,504365504,13
3578779940055390,68-5C-80-90-3C-A3,687889992,21
5002351466985510,2A-2E-26-80-90-36,21695203,19
5002354957596280,69-16-CB-0A-FB-13,606810104,2
4175005814764810,43-5F-78-1C-4E-76,53329948,45
5100174292457450,99-7D-FA-C6-E5-F0,63824499,7
3538492009925820,B0-A8-5F-08-53-99,504365504,20
3586208308282790,3E-54-DF-EF-7D-39,687889992,45
5002352120892940,E8-70-7A-B9-D4-54,21695203,23
6762979789982660,26-9B-2D-7D-BA-18,606810104,2
3554097693336530,B2-87-D5-01-88-89,53329948,41
56022460142027400,02-10-5D-E0-FB-F3,504367067,44
6771780181129550,51-6D-01-85-34-61,17714016,27
5002351272476270,BE-AA-03-7B-A8-5F,369872864,43
3546439622528880,90-8F-E8-66-CA-44,3783023,1
3571266750560990,7F-7C-9E-23-41-81,41520388,27
3528303379604170,3C-F7-99-B7-61-FF,37205291,43
3547493030140900,20-2C-97-DF-16-89,63824499,21
4405075941731020,D3-C0-97-63-A4-27,504365504,16
5610534147945640,A4-54-3A-3B-9A-33,687889992,33
5007663341284540,A2-FE-C4-3A-D5-DE,21695203,26
5578387374782160,4A-7B-FD-E6-56-9E,606810104,17
5100174435154430,C1-56-D5-50-93-EE,53329948,23
3543357724284330,63-04-B4-6D-60-DA,63824499,29
4017955748017,5E-5B-33-7D-97-DB,504365504,44
3578163938271030,6B-DB-1F-25-58-A0,687889992,38
3535404146112130,84-DF-7D-19-A5-8B,504365504,15
3588224208102370,6C-D8-6A-D0-B7-11,687889992,28
201730980120306,5D-14-7F-F2-59-E6,21695203,31
3540927127466580,AB-0B-F6-8B-52-84,67046531,2
4026427253957160,31-4D-33-19-2A-F5,68084229,36
3538817934909140,2F-7F-81-F7-B6-71,16590058,39
56022579105603200,A1-91-03-16-7B-8E,10424152,44
5100179571534850,FA-C3-0E-27-66-F7,66993663,19
3578447892938720,69-13-37-67-EF-FA,51991836,41
5547270569579100,17-CD-D3-02-A1-A7,43419802,36
374622044730421,73-EC-F6-6A-53-28,504367067,45
3562179293337250,D5-63-E7-5C-62-0B,17714016,24
3587795582412000,EB-26-2B-8A-C8-6A,369872864,9
5602228660995350,C9-21-BF-14-35-CF,3783023,31
3534602339050330,09-66-EA-EF-B9-61,41520388,27
5602241929577530,30-92-33-64-F9-F4,37205291,20
3532887505739440,2F-EB-13-63-B7-35,63824499,24
201982729179230,F3-F3-85-C5-35-71,504365504,40
3574460103728710,1B-A5-A8-0F-BF-EB,687889992,10
3549432483302900,B7-C1-88-26-50-17,21695203,30
3539826514440980,96-05-94-A6-40-2B,606810104,43
3549411611077310,0F-10-6D-F4-26-2B,53329948,14
5502931182554900,3F-8C-0F-36-EF-B6,63824499,39
5100139429843110,AA-D5-44-23-C3-1F,504365504,30
201717496641057,1A-0B-DA-49-DF-F9,687889992,29
4405392771838500,1D-D8-10-0C-D8-D2,21695203,12
374283425244472,3C-28-77-17-9A-C5,606810104,24
67091071147805600,F6-BC-C0-AB-E2-EC,53329948,10
3545613856976910,FA-BA-D3-55-8A-45,504367067,11
3569082708337420,88-07-A0-4B-DC-D9,17714016,41
3569639042327420,08-6F-B9-26-ED-B4,369872864,27
3569775599171780,E8-6C-21-96-A7-14,3783023,1
560221623993676000,18-36-EA-F0-07-14,41520388,32
3581883068888600,45-12-78-5C-B5-86,37205291,4
3536438864983090,B6-32-F7-40-B1-23,63824499,16
3576519376938100,F8-06-63-E2-2F-C7,504365504,35
3568333846296840,CE-32-B9-72-17-2D,687889992,13
6709100306165780,46-24-4D-68-B3-09,21695203,35
3575642921023140,FF-28-60-39-3D-7E,606810104,26
3571169137892510,3B-C6-01-42-27-F9,53329948,4
5602253096124280,25-36-22-BF-71-67,63824499,1
3531306909643990,77-D5-35-B3-3C-1F,504365504,4
201762157947021,4A-36-A1-C8-88-55,687889992,18
4903702774538840000,13-E3-03-7E-59-74,67046531,1
5425950488188040,56-5D-87-38-F9-64,68084229,36
5018833910288080,54-E0-36-A8-DA-2F,16590058,3
3544267042904870,03-C4-C6-B4-84-16,10424152,5
3562291211147630,E0-99-AC-1E-A3-7A,66993663,34
3543310498771170,EF-D1-0F-90-0A-5B,51991836,42
5007664875029610,68-9E-38-9D-78-85,43419802,8
201568618529633,F1-2E-4F-DE-0B-CC,504367067,7
3553785754071390,30-01-E0-F7-DD-BE,17714016,24
374622614402187,F7-56-8A-90-BC-8C,369872864,39
3543761006843350,C8-3F-EC-57-7C-6E,3783023,16
201841377748839,C0-96-AB-56-E2-7A,41520388,44
3555322182309390,A2-F5-5D-AE-DC-4C,37205291,36
3545459900219150,1D-4B-BB-62-6C-53,63824499,3
560223751905376000,00-DC-0B-2E-DC-C3,504365504,35
3532885256888290,9E-D3-1E-79-88-4D,687889992,23
5602250633408450,32-8D-A7-5B-74-B6,21695203,15
4936682768772170,9E-E4-F4-62-D9-AA,606810104,16
6381845067507720,2C-D6-5A-8C-AE-CC,53329948,9
4913824724445850,C9-B0-AB-B7-E3-F1,63824499,9
5007660538104300,6B-DA-E8-AF-38-48,504365504,11
3566610043470130,4A-9B-14-52-7D-0B,687889992,14
3550410142298790,16-E2-B5-E1-4F-6E,21695203,13
3545050297624250,71-97-25-66-80-7E,606810104,38
3570222974996900,29-17-12-65-A5-81,53329948,11
5602224519197620000,33-47-DE-F8-93-FE,504367067,4
3545372782319420,A6-E6-6E-3C-4A-58,17714016,26
3589008768860470,4F-9D-FA-7E-F5-96,369872864,28
5007669692136090,44-60-36-DE-FD-18,3783023,22
4936920197456350,5B-43-1C-42-54-52,41520388,38
3556975787190380,04-C6-42-23-C7-AE,37205291,12
4911624531347310,B9-95-A2-ED-7B-41,63824499,40
3581269698543750,33-A5-63-BA-C5-71,504365504,24
3581750975815330,57-35-E7-E2-93-97,687889992,2
3532864616670360,BB-0D-18-A9-14-03,21695203,28
5007665242223580,19-29-B3-E7-A3-F3,606810104,29
3549287895877340,80-49-06-78-61-1D,53329948,39
3555539324572960,D2-E9-06-08-98-4F,63824499,41
5523785815854600,8A-07-56-08-6D-0B,504365504,10
3549884059629110,D3-60-F2-06-E1-8D,687889992,45
5641823325602630,29-81-86-E9-30-C2,504365504,10
3541286297684940,6A-FB-C0-85-3F-FD,687889992,11
3572050800819550,7B-C7-8C-57-C9-CD,21695203,12
3547838456273580,A5-44-E3-AD-21-B9,67046531,35
3573779375103790,89-DC-2D-95-CE-35,68084229,22
4844417660277920,A5-2F-2F-1D-7F-82,16590058,31
3582947005500530,1A-12-9B-43-EB-C8,10424152,32
3565130606705770,14-4D-E6-99-86-2F,66993663,19
3570779739338160,BC-F7-02-E9-B2-2B,51991836,6
6333798999877920000,A8-1E-18-E4-37-39,43419802,43
3547381926084980,48-57-AD-C1-09-EA,504367067,22
5100145331883720,A8-3E-9D-D3-74-A7,17714016,37
30346598831304,02-EB-B4-23-40-FA,369872864,14
30194946195851,74-D1-8F-D1-0D-4C,3783023,13
4041372572651,7E-3C-B9-8B-5B-EA,41520388,31
201551556194016,FE-25-56-CB-4C-7D,37205291,5
3557679934195600,B9-AC-0D-B8-07-B3,63824499,35
60440576936861500,CC-A3-B7-E9-D8-88,504365504,4
3570354943125230,A0-3B-17-A8-D4-94,687889992,20
3556386228964990,2E-5A-78-77-6F-64,21695203,6
5602236060770940000,48-63-01-D1-C9-E6,606810104,43
3555918266837250,1E-F4-71-93-96-54,53329948,20
3538050259836970,3F-E7-AE-20-0F-C1,63824499,21
4508736619910100,55-30-70-45-7B-85,504365504,17
5602233778122240,01-6E-9A-E9-A3-CC,687889992,34
3580144759337680,DF-D7-DE-89-17-51,21695203,44
30532269900441,40-AD-C3-97-28-C1,606810104,5
3530087671218310,51-27-F0-6F-15-E7,53329948,7
3535597468925800,3C-84-C2-2B-07-8B,504367067,4
3580270145896380,43-B1-7F-84-76-DC,17714016,38
3549818070514860,E6-EC-5F-E5-4B-44,369872864,39
3536622291753020,79-87-0A-4A-E9-27,3783023,37
3553714492717010,98-D4-D0-BD-85-2E,41520388,39
3530772062431140,95-6A-D9-93-7C-AF,37205291,37
3549713074308870,9F-27-21-E0-BD-D3,63824499,29
3576611712504060,CE-30-A6-C6-81-EA,504365504,21
560221034812288000,CA-79-E7-A8-D9-33,687889992,16
3572583478526410,89-5D-AF-86-BE-7E,21695203,9
201843152272670,6A-FE-7D-6E-A8-DA,606810104,39
5108754359518960,4A-4E-53-AC-DC-EE,53329948,7
201992710450227,4E-89-99-AC-85-37,63824499,27
5602217345973750,9A-FC-54-AC-CB-F9,504365504,13
3529556630282290,2C-45-1F-8E-24-82,687889992,36
3569237481895900,71-53-08-60-7C-76,67046531,44
3540041237246730,35-35-33-8B-AA-C7,68084229,3
630472035202049000,48-E9-F5-B1-1F-6A,16590058,26
3573100375413480,E4-21-5F-FC-5D-E6,10424152,16
3556313635693940,68-54-CC-AF-EB-77,66993663,41
6331104906102930,1F-DE-62-BF-4B-13,51991836,25
374160897674487,A5-AE-70-5C-19-C7,43419802,28
3565518311215870,5F-65-BB-B7-A8-73,504367067,14
